id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
1834,Constant crashes when using custom themes. Very frustrating.,2025-04-07,1,Negative,Bug / Crash,Critical
1835,"Love it, but please add offline mode. That would make it perfect.",2025-06-16,3,Positive,Feature Request,Medium
1836,Standard task management app. Nothing stands out.,2025-02-01,3,Neutral,Praise,Low
1837,The fonts are way too small. Can barely read anything.,2025-03-25,2,Negative,UX / Design,High
1838,Could you consider adding PDF export? Just a suggestion.,2026-06-02,3,Neutral,Feature Request,Low
1839,Memory usage is insane. My phone heats up every time I use this.,2025-10-24,2,Negative,Performance,High
1840,I was charged twice this month. No response from support.,2025-01-06,2,Negative,Pricing / Billing,High
1841,Decent app. Does what it says.,2025-09-21,3,Neutral,Praise,Low
1842,Absolutely love this app! It does exactly what I need.,2025-10-16,3,Positive,Praise,Low
1843,This app has changed how I save. Couldn't live without it.,2025-02-17,5,Positive,Praise,Low
1844,I've tried 51 other apps and this is by far the best one.,2025-05-06,4,Positive,Praise,Low
1845,Super intuitive. Figured everything out in 8 minutes.,2025-03-28,4,Positive,Praise,Low
1846,It does the basics. two-factor auth would be a nice addition.,2025-12-18,3,Neutral,Feature Request,Low
1847,Recommended this to all my friends. Everyone loves it.,2025-05-14,5,Positive,Praise,Low
1848,Just downloaded it. Will update my review later.,2026-10-07,3,Neutral,Praise,Low
1849,Great app! Would be even better with PDF export support.,2026-02-12,5,Positive,Feature Request,Medium
1850,The premium features are not worth the $30/month price tag.,2025-11-12,1,Negative,Pricing / Billing,High
1851,Too many taps to do a simple edit. Needs to be simpler.,2026-02-08,1,Negative,UX / Design,Medium
1852,App crashes every time I try to login. Completely unusable.,2025-09-05,1,Negative,Bug / Crash,Critical
1853,"No tutorial, no guide, nothing. Just dropped into the app blind.",2026-11-04,2,Negative,Onboarding,Medium
1854,Colors are ugly and the layout makes no sense.,2025-05-27,2,Negative,UX / Design,Medium
1855,The app takes 58 seconds just to start up. Way too heavy.,2025-11-18,2,Negative,Performance,High
1856,"Works as advertised. No complaints, no excitement.",2025-09-20,3,Neutral,Praise,Low
1857,This app is a game changer. So much better than similar apps.,2025-08-13,5,Positive,Praise,Low
1858,The premium features are not worth the $20/month price tag.,2026-02-13,1,Negative,Pricing / Billing,High
1859,Love the attention to detail in this app. Everything just works.,2025-05-07,5,Positive,Praise,Low
1860,Would love to see offline mode in a future update. Otherwise fantastic.,2025-12-19,5,Positive,Feature Request,Low
1861,First-time experience is awful. No guidance whatsoever.,2025-02-14,1,Negative,Onboarding,Medium
1862,Crash after crash after crash. When will you fix this?,2026-02-22,1,Negative,Bug / Crash,Critical
1863,"Love it, but please add voice input. That would make it perfect.",2025-05-25,5,Positive,Feature Request,Medium
1864,First review on the App Store. Seems fine so far.,2025-03-03,3,Neutral,Praise,Low
1865,"Love it, but please add calendar integration. That would make it perfect.",2025-09-24,4,Positive,Feature Request,Medium
1866,I still don't understand what half the features do after a week.,2025-05-12,1,Negative,Onboarding,Medium
1867,The app works but I wonder if Apple Watch support is on the roadmap.,2025-11-03,3,Neutral,Feature Request,Low
1868,I still don't understand what half the features do after a week.,2025-09-13,1,Negative,Onboarding,Medium
1869,$15/month for this? Are you kidding me?,2025-08-22,1,Negative,Pricing / Billing,High
1870,The custom themes feature crashes immediately. Please fix this.,2025-01-05,2,Negative,Bug / Crash,High
1871,Takes 47 seconds to load anything. Way too slow.,2025-10-16,2,Negative,Performance,High
1872,Memory usage is insane. My phone heats up every time I use this.,2025-02-03,2,Negative,Performance,High
1873,First review on the App Store. Seems fine so far.,2025-04-01,3,Neutral,Praise,Low
1874,Super intuitive. Figured everything out in 53 minutes.,2025-02-05,5,Positive,Praise,Low
1875,Hidden fees everywhere. This is not transparent pricing.,2025-04-06,2,Negative,Pricing / Billing,High
1876,Screen goes black whenever I login. Bug has been there for weeks.,2025-01-25,2,Negative,Bug / Crash,Critical
1877,Amazing app! It makes update profile so much easier.,2026-09-05,5,Positive,Praise,Low
1878,The app is incredibly laggy since the last update.,2026-04-20,1,Negative,Performance,High
1879,Outstanding quality. You can tell the developers care about their users.,2026-02-28,5,Positive,Praise,Low
1880,Could you consider adding collaboration? Just a suggestion.,2025-03-27,2,Neutral,Feature Request,Low
1881,This is what every app should aspire to be. Perfect.,2025-08-26,3,Positive,Praise,Low
1882,The app takes 54 seconds just to start up. Way too heavy.,2025-05-06,1,Negative,Performance,High
1883,Too many taps to do a simple view history. Needs to be simpler.,2026-05-22,2,Negative,UX / Design,Medium
1884,"Clean, intuitive, and fast. Exactly what an app should be.",2025-05-23,5,Positive,Praise,Low
1885,I've tried 28 other apps and this is by far the best one.,2025-06-03,5,Positive,Praise,Low
1886,It does the basics. PDF export would be a nice addition.,2025-01-28,3,Neutral,Feature Request,Low
1887,Decent app. Does what it says.,2025-08-08,3,Neutral,Praise,Low
1888,The premium features are not worth the $8/month price tag.,2025-02-13,3,Negative,Pricing / Billing,High
1889,Would love to see templates in a future update. Otherwise fantastic.,2025-01-07,4,Positive,Feature Request,Low
1890,The premium features are not worth the $25/month price tag.,2025-03-18,1,Negative,Pricing / Billing,High
1891,It's a productivity app. It does productivity things.,2026-11-26,3,Neutral,Praise,Low
1892,I cancelled but was still charged. Want my money back.,2026-11-20,3,Negative,Pricing / Billing,High
1893,Meh. It's fine for what it is.,2025-05-06,3,Neutral,Praise,Low
1894,Standard note-taking app. Nothing stands out.,2025-09-13,4,Neutral,Praise,Low
1895,App uses too much battery. Drains 18% in an hour.,2025-01-15,2,Negative,Performance,Medium
1896,Solid app. The only thing missing is the ability to sign up.,2025-09-19,4,Positive,Feature Request,Medium
1897,Almost perfect. Just needs offline mode and it's a 5-star app.,2026-06-23,3,Positive,Feature Request,Medium
1898,The calendar integration feature crashes immediately. Please fix this.,2026-01-10,1,Negative,Bug / Crash,High
1899,Why is the sign-up process so complicated? Just let me use the app.,2026-11-11,1,Negative,Onboarding,Medium
1900,The app works but I wonder if collaboration is on the roadmap.,2025-10-06,2,Neutral,Feature Request,Low
1901,Standard note-taking app. Nothing stands out.,2026-03-13,3,Neutral,Praise,Low
1902,It's a productivity app. It does productivity things.,2025-02-04,3,Neutral,Praise,Low
1903,Syncing is extremely slow. Takes 27 minutes for a simple update.,2026-08-01,1,Negative,Performance,Medium
1904,App crashes on startup since the last update. Can't even open it.,2026-05-21,2,Negative,Bug / Crash,Critical
1905,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-11-02,2,Negative,Onboarding,Medium
1906,"Best app I've used in years. Simple, fast, and reliable.",2025-10-21,5,Positive,Praise,Low
1907,The app works but I wonder if Apple Watch support is on the roadmap.,2025-03-27,4,Neutral,Feature Request,Low
1908,Could you consider adding multi-account? Just a suggestion.,2025-07-27,3,Neutral,Feature Request,Low
1909,It's a organization app. It does organization things.,2025-03-07,4,Neutral,Praise,Low
1910,Could you consider adding Apple Watch support? Just a suggestion.,2025-03-15,3,Neutral,Feature Request,Low
1911,The app works but I wonder if collaboration is on the roadmap.,2025-05-16,3,Neutral,Feature Request,Low
1912,The search takes 12 seconds to return results. Painfully slow.,2025-12-25,3,Negative,Performance,Medium
1913,App crashes on startup since the last update. Can't even open it.,2026-08-18,2,Negative,Bug / Crash,Critical
1914,Lost all my notes because the app crashed mid-login. Unacceptable.,2025-01-06,1,Negative,Bug / Crash,Critical
1915,Amazing app! It makes check notifications so much easier.,2025-04-20,5,Positive,Praise,Low
1916,I cancelled but was still charged. Want my money back.,2026-07-16,2,Negative,Pricing / Billing,High
1917,Lost all my bookmarks because the app crashed mid-save. Unacceptable.,2025-09-18,1,Negative,Bug / Crash,Critical
1918,It works. Not much else to say.,2026-03-13,3,Neutral,Praise,Low
1919,The free tier is useless. You basically force people to pay.,2026-03-16,3,Negative,Pricing / Billing,Medium
1920,Standard organization app. Nothing stands out.,2026-07-09,3,Neutral,Praise,Low
1921,Standard organization app. Nothing stands out.,2026-07-02,4,Neutral,Praise,Low
1922,The onboarding tutorial is useless. Doesn't explain anything.,2026-03-04,3,Negative,Onboarding,Medium
1923,This app is a game changer. So much better than competing products.,2025-01-12,5,Positive,Praise,Low
1924,Solid app. The only thing missing is the ability to save.,2025-03-15,4,Positive,Feature Request,Medium
1925,This is what every app should aspire to be. Perfect.,2026-11-13,5,Positive,Praise,Low
1926,Everything runs so slow. Even scrolling is choppy.,2025-02-22,3,Negative,Performance,High
1927,The app is amazing. My only wish is cloud backup integration.,2025-09-09,5,Positive,Feature Request,Low
1928,The menu structure is a maze. Just let me delete directly.,2025-11-12,3,Negative,UX / Design,Medium
1929,"Average app. Not bad, not great.",2025-07-04,3,Neutral,Praise,Low
1930,The best $25 I spend every month. Worth every penny.,2026-07-27,5,Positive,Praise,Low
1931,Took me 3 minutes just to figure out how to get started.,2026-07-24,2,Negative,Onboarding,Medium
1932,First-time experience is awful. No guidance whatsoever.,2026-11-27,1,Negative,Onboarding,Medium
1933,"Best app I've used in years. Simple, fast, and reliable.",2025-10-01,4,Positive,Praise,Low
1934,Absolutely love this app! It does exactly what I need.,2025-06-11,4,Positive,Praise,Low
1935,First review on the App Store. Seems fine so far.,2025-05-08,3,Neutral,Praise,Low
1936,I've been using the app for 49 days and still feel lost.,2026-09-25,1,Negative,Onboarding,Medium
1937,Really enjoy using this. widgets would be the cherry on top.,2025-02-26,4,Positive,Feature Request,Low
1938,Could you consider adding voice input? Just a suggestion.,2025-04-17,3,Neutral,Feature Request,Low
1939,Standard planning app. Nothing stands out.,2025-04-24,3,Neutral,Praise,Low
1940,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-03-16,2,Negative,Onboarding,Medium
1941,"Average app. Not bad, not great.",2025-08-04,3,Neutral,Praise,Low
1942,"Average app. Not bad, not great.",2025-02-07,3,Neutral,Praise,Low
1943,I've tried 11 other apps and this is by far the best one.,2025-10-09,5,Positive,Praise,Low
1944,Love the attention to detail in this app. Everything just works.,2026-03-05,5,Positive,Praise,Low
1945,App froze and I lost 17 minutes of work. Not cool.,2025-11-15,3,Negative,Bug / Crash,Critical
1946,The app takes 5 seconds just to start up. Way too heavy.,2025-01-22,2,Negative,Performance,High
1947,The setup process has way too many steps. Almost gave up.,2025-10-13,1,Negative,Onboarding,Medium
1948,The navigation is so confusing. I can never find two-factor auth.,2025-03-11,2,Negative,UX / Design,Medium
1949,It's OK I guess. Nothing special but it works.,2025-11-20,4,Neutral,Praise,Low
1950,This is what every app should aspire to be. Perfect.,2026-09-25,4,Positive,Praise,Low
1951,I was charged twice this month. No response from support.,2026-03-01,3,Negative,Pricing / Billing,High
1952,Had to watch YouTube videos just to learn basic export.,2025-06-08,2,Negative,Onboarding,Medium
1953,Absolutely love this app! It does exactly what I need.,2025-11-23,5,Positive,Praise,Low
1954,Why did you move the multi-account button? It was fine before.,2025-12-03,2,Negative,UX / Design,Medium
1955,The custom themes feature crashes immediately. Please fix this.,2026-10-13,2,Negative,Bug / Crash,High
1956,Decent app. Does what it says.,2025-06-19,3,Neutral,Praise,Low
1957,First-time experience is awful. No guidance whatsoever.,2025-05-23,1,Negative,Onboarding,Medium
1958,It's OK I guess. Nothing special but it works.,2025-02-16,4,Neutral,Praise,Low
1959,Meh. It's fine for what it is.,2025-11-25,3,Neutral,Praise,Low
1960,Too many taps to do a simple view history. Needs to be simpler.,2025-04-21,1,Negative,UX / Design,Medium
1961,$5/month for this? Are you kidding me?,2025-12-19,2,Negative,Pricing / Billing,High
1962,Decent app. Does what it says.,2025-07-24,4,Neutral,Praise,Low
1963,Super intuitive. Figured everything out in 32 minutes.,2026-06-22,4,Positive,Praise,Low
1964,"No tutorial, no guide, nothing. Just dropped into the app blind.",2025-03-27,2,Negative,Onboarding,Medium
1965,It does the basics. voice input would be a nice addition.,2025-07-19,3,Neutral,Feature Request,Low
